training_per_experience,training_hours_log1p,city_ordinal,gender_ordinal,enrolled_university_ordinal,relevent_experience_ordinal,education_level_ordinal,last_new_job_num_ordinal,company_size_ordinal,experience_num_ordinal,major_discipline_Arts,major_discipline_Business Degree,major_discipline_Humanities,major_discipline_No Major,major_discipline_Other,major_discipline_STEM,company_type_Early Stage Startup,company_type_Funded Startup,company_type_NGO,company_type_Other,company_type_Public Sector,company_type_Pvt Ltd,city_development_index,target
0.08331212007074199,0.07677181180698019,20.0,0.0,2.0,0.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.624,0.0
-0.38515067514018547,-0.49520331755121716,135.0,0.0,0.0,0.0,3.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.897,0.0
-0.392142657158259,-1.2307608726116135,20.0,0.0,0.0,1.0,2.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.624,0.0
-0.38515067514018547,-0.49520331755121716,15.0,0.0,0.0,1.0,2.0,4.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.91,0.0
0.10848325533580672,0.3483645300903327,39.0,0.0,0.0,1.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7759999999999999,0.0
-0.5040143694474357,-0.8004872857791445,102.0,0.0,0.0,1.0,2.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92,0.0
0.31482441355806606,1.2426029536998464,102.0,2.0,2.0,1.0,2.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92,0.0
-0.4061266211944061,-0.9066943744651182,135.0,0.0,2.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.897,0.0
0.3812781229947992,1.7067213073288006,102.0,0.0,0.0,1.0,2.0,3.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92,1.0
2.6983133948302473,1.0312905434145574,102.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.92,0.0
-0.5366436188651124,-1.9663184276720105,27.0,0.0,0.0,1.0,1.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.939,0.0
-0.14678765179676917,1.4124832331210182,49.0,0.0,0.0,1.0,3.0,5.0,1.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8959999999999999,0.0
4.684036287963134,0.8012173780362749,20.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.624,1.0
-0.4713851200297592,-1.3943432983138129,102.0,0.0,0.0,1.0,2.0,2.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92,1.0
0.1420447690225598,0.3985085938981657,20.0,1.0,0.0,1.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.624,1.0
0.4608791490467134,0.5503650965681793,102.0,0.0,0.0,0.0,2.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92,0.0
-0.49402582370733067,-1.486678487023991,135.0,0.0,2.0,0.0,2.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.897,1.0
-0.5154557945679198,-0.6587857432534161,63.0,2.0,0.0,0.0,2.0,5.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6659999999999999,1.0
-0.5627470183992536,-2.560174440206679,20.0,0.0,0.0,1.0,1.0,5.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.624,1.0
-0.4061266211944061,-0.49520331755121716,20.0,0.0,2.0,0.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.624,0.0
-0.5217273905598887,-1.1575466559332133,102.0,0.0,0.0,1.0,2.0,3.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92,1.0
-0.3956386481672958,0.16171195151756657,113.0,0.0,1.0,1.0,2.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.926,0.0
-0.4247719065759356,-1.02472537641715,73.0,0.0,0.0,1.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.579,1.0
-0.3781586931221119,-0.7511209319635943,102.0,0.0,2.0,0.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92,0.0
0.20916779639606578,0.49220340513510896,113.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.926,0.0
0.27908761657680126,0.3483645300903327,20.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.624,1.0
0.736563011473613,1.3870644073702674,159.0,0.0,0.0,1.0,2.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92,0.0
0.33702118186941055,1.003962374735443,20.0,0.0,2.0,1.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.624,1.0
0.3210395086852425,0.09865269498345124,15.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.91,1.0
0.5168150051913017,0.6055040044384759,135.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.897,1.0
0.06533273773855289,0.6320350172439917,113.0,0.0,1.0,1.0,2.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.926,1.0
-0.21035112468834688,-0.5337961246488746,102.0,0.0,0.0,1.0,2.0,1.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92,0.0
-0.28493226621446466,0.3653438561137212,102.0,0.0,0.0,0.0,2.0,5.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92,0.0
-0.5515598471703358,-2.3233777978260797,102.0,0.0,0.0,1.0,3.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92,0.0
-0.20635570639230486,0.05443024477826701,102.0,0.0,2.0,0.0,2.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92,0.0
0.018985885504465363,0.20176143041152222,113.0,1.0,0.0,0.0,3.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.926,0.0
0.4227410653117667,1.575168250535508,113.0,1.0,2.0,0.0,3.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.926,0.0
0.4329112209744192,-0.9066943744651182,77.0,0.0,2.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0
0.22781308177759527,-0.015563376903197949,89.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.698,0.0
-0.46952059149160624,-0.4579649270215622,20.0,0.0,0.0,1.0,2.0,5.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.624,0.0
0.06000551334383021,-0.25840667517061755,144.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.555,1.0
0.12526401217918326,0.5644207356556753,88.0,1.0,0.0,1.0,2.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.925,0.0
-0.07051148432687598,0.7555679640522345,88.0,1.0,0.0,1.0,2.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.925,0.0
-0.5273209761743475,-2.1299008533742096,20.0,0.0,0.0,1.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.624,1.0
-0.4970223874293622,-1.3943432983138129,113.0,0.0,0.0,1.0,2.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.926,1.0
-0.34510568721849155,0.7555679640522345,102.0,0.0,0.0,1.0,3.0,1.0,2.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92,0.0
-0.13763451170038202,-0.11670513264488916,70.0,0.0,1.0,1.0,2.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.884,0.0
-0.4213818546883848,-0.3871930249700641,74.0,0.0,2.0,0.0,2.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.939,0.0
-0.2756096235237,0.8233262034834051,113.0,0.0,0.0,1.0,2.0,1.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.926,0.0
-0.16373791123452328,-0.7039493777659502,69.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.698,1.0
0.5820735040266549,0.3653438561137212,102.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92,1.0
-0.34764822613415464,0.7438420410200492,164.0,0.0,0.0,1.0,2.0,2.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.903,0.0
-0.21967376737911162,-0.14357201671036127,20.0,0.0,0.0,0.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.624,0.0
-0.24391263837509988,0.3135684541875798,102.0,0.0,2.0,0.0,1.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92,0.0
2.3533756152719527,1.3410615594988726,15.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.91,0.0
-0.2500950224752912,0.9663943723885785,66.0,0.0,2.0,1.0,3.0,4.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.855,0.0
-0.5571534327847947,-2.560174440206679,99.0,0.0,0.0,1.0,1.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.887,0.0
-0.47477517191731,-0.11670513264488916,103.0,0.0,0.0,1.0,2.0,5.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.924,0.0
1.4537405956131566,1.9891573453762714,72.0,0.0,1.0,1.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.754,1.0
-0.5552889042466417,-2.560174440206679,102.0,1.0,0.0,1.0,2.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92,0.0
-0.4141174577864902,-0.8004872857791445,149.0,0.0,0.0,1.0,2.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.698,0.0
0.6246912991844363,1.292973742268071,149.0,0.0,2.0,0.0,2.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.698,0.0
-0.3425631483028284,0.7671657323548433,74.0,0.0,0.0,1.0,3.0,5.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.939,0.0
-0.4518923216763421,-0.6154660453246864,29.0,0.0,2.0,1.0,2.0,4.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.698,0.0
-0.07051148432687598,-0.9066943744651182,172.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.878,1.0
0.712590501697361,-0.6587857432534161,158.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.843,1.0
-0.5230834113149091,-0.8004872857791445,15.0,0.0,0.0,1.0,3.0,4.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.91,0.0
